brand,model,processor_brand,processor_name,processor_gnrtn,ram_GB,ram_type,ssd,hdd,os,os_bit,graphic_card_GB,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews
ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,636.87,766.87,16.95%,0,0,0
ASUS,VivoBook14,Intel,Core i5,11th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14.1,1,No,No,647.40,870.87,25.66%,0,0,0
ASUS,TUF,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,No,753.87,1065.87,29.27%,4.5,3712,412
ASUS,VivoBook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,32-bit,0,Casual,14,1,Yes,Yes,831.87,1078.87,22.89%,4.6,10,1
ASUS,ASUS,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,17.3,0,No,No,935.87,1507.87,37.93%,4.4,91,17
ASUS,VivoBook,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,623.87,818.87,23.81%,4,35,2
ASUS,ASUS,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,17.3,0,No,No,948.87,1377.87,31.14%,4.5,74,10
ASUS,TUF,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,6,Gaming,15.6,1,No,Yes,1169.87,1689.87,30.77%,4.6,124,17
ASUS,TUF,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,857.87,1169.87,26.67%,4.4,3850,378
ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,857.87,1182.87,27.48%,0,0,0
ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,14,1,No,No,955.37,1442.87,33.79%,4.5,213,45
ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,779.87,1052.87,25.93%,4.5,11,2
ASUS,TUF,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,6,Casual,15.6,1,No,Yes,1078.87,1364.87,20.95%,4.4,262,31
ASUS,Missing,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,15.6,1,No,No,649.87,844.87,23.08%,4.1,45,3
ASUS,VivoBook,Intel,Core i5,9th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,714.87,1000.87,28.58%,4.4,1681,227
ASUS,Missing,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,623.87,818.87,23.81%,4.3,1625,152
ASUS,TUF,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,No,831.87,974.87,14.67%,0,0,0
ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,779.87,1052.87,25.93%,0,0,0
ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,779.87,1052.87,25.93%,0,0,0
ASUS,ZenBook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,0,No,No,974.87,1130.87,13.79%,0,0,0
ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,17.3,1,Yes,Yes,766.87,1117.87,31.40%,0,0,0
ASUS,Missing,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,17.3,0,No,No,779.87,1078.87,27.71%,3.3,3,0
ASUS,ASUS,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,32-bit,6,Casual,16,1,No,No,1104.87,1689.87,34.62%,5,5,0
ASUS,ZenBook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,1377.87,1832.87,24.82%,4.4,59,11
ASUS,Zenbook,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,1104.87,1520.87,27.35%,4.2,10,2
ASUS,Zenbook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,32-bit,0,Casual,Missing,1,No,Yes,948.87,1182.87,19.78%,4.7,76,14
ASUS,ZenBook,Intel,Core i5,10th,8 GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,1039.87,1286.87,19.19%,4.4,11,3
ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,694.20,903.50,23.17%,4.1,46,6
ASUS,TUF,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,Missing,1,No,No,844.87,1065.87,20.73%,4.5,4,0
ASUS,ZenBook,Intel,Core i5,8th,8 GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,948.87,1182.87,19.78%,4.2,44,4
ASUS,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,753.87,922.87,18.31%,0,0,0
ASUS,VivoBook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,961.87,1104.87,12.94%,4.2,32,6
ASUS,ZenBook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,No,1299.87,1598.87,18.70%,4.9,35,6
ASUS,VivoBook,Intel,Core i5,8th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,697.97,766.87,8.98%,4.4,19,3
ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,691.47,909.87,24.00%,4.5,11,0
ASUS,ZenBook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,1104.87,1364.87,19.05%,0,0,0
ASUS,ZenBook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,No,1299.87,1598.87,18.70%,0,0,0
ASUS,Zenbook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,1104.87,1442.87,23.43%,0,0,0
ASUS,ZenBook,Intel,Core i5,11th,8 GB,LPDDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,1104.87,1364.87,19.05%,0,0,0
ASUS,ASUS,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,6,Casual,16,1,No,No,1156.87,1689.87,31.54%,0,0,0
ASUS,ZenBook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,1494.87,1832.87,18.44%,0,0,0
ASUS,ZenBook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,No,1299.87,1598.87,18.70%,0,0,0
ASUS,Pro,Intel,Core i5,8th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,1117.87,1156.87,3.37%,0,0,0
ASUS,ExpertBook,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,0,No,No,1130.87,0.00,0.00%,0,0,0
ASUS,ZenBook,Intel,Core i5,10th,8 GB,LPDDR3,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,1377.87,0.00,0.00%,5,4,0
ASUS,ExpertBook,Intel,Core i5,10th,8 GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,1104.87,1845.87,40.14%,0,0,0
ASUS,ExpertBook,Intel,Core i5,10th,8 GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,1726.27,2248.87,23.24%,0,0,0
ASUS,TUF,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,1000.87,1377.87,27.36%,0,0,0
ASUS,Intel,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,Yes,Yes,1104.87,1507.87,26.73%,3.9,17,2
ASUS,ROG,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,987.87,1325.87,25.49%,4.6,1365,137
ASUS,ASUS,Intel,Core i5,11th,8 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,987.87,1520.87,35.05%,4.5,368,48
ASUS,TUF,Intel,Core i5,11th,8 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Gaming,17.3,1,No,Yes,1013.87,1507.87,32.76%,4.4,202,26
ASUS,ROG,Intel,Core i5,10th,8 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,1013.87,1949.87,48.00%,4.5,187,26
ASUS,ROG,Intel,Core i5,10th,8 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,Missing,0,No,No,1078.87,1403.87,23.15%,4.5,844,118
ASUS,TUF,Intel,Core i5,11th,8 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,1143.87,1650.87,30.71%,0,0,0
ASUS,F17,Intel,Core i5,11th,8 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,Missing,0,No,No,1098.50,1365.00,19.52%,4.3,3,0
ASUS,VivoBook,Intel,Core i5,10th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,610.87,727.87,16.07%,4,1444,179
ASUS,ExpertBook,Intel,Core i5,10th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,Missing,0,No,No,740.87,922.87,19.72%,0,0,0
ASUS,Pro,Intel,Core i5,8th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,1065.87,0.00,0.00%,0,0,0
ASUS,ExpertBook,Intel,Core i5,10th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,Missing,0,No,No,796.24,896.87,11.22%,0,0,0
ASUS,ExpertBook,Intel,Core i5,10th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,Missing,0,No,No,1091.87,0.00,0.00%,0,0,0
ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,32-bit,0,Casual,15.6,1,No,Yes,662.87,922.87,28.17%,4.3,1188,127
ASUS,VivoBook,Intel,Core i5,10th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,727.87,1065.87,31.71%,4.5,23,0
ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,688.87,948.87,27.40%,0,0,0
ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,844.87,1117.87,24.42%,4.7,10,1
ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,782.47,1026.87,23.80%,4.4,33,4
ASUS,VivoBook,Intel,Core i5,9th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,708.37,1013.87,30.13%,4.3,343,47
ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,844.87,1117.87,24.42%,4.3,328,51
ASUS,Missing,Intel,Core i5,11th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,17.3,0,No,No,766.87,1117.87,31.40%,4.8,6,1
ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,No,649.87,948.87,31.51%,3.9,22,2
ASUS,Missing,Intel,Core i5,10th,8 GB,DDR4,256 GB,1024 GB,Windows,32-bit,2,Casual,Missing,0,No,No,766.87,883.87,13.24%,5,1,1
ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,No,844.87,1065.87,20.73%,0,0,0
ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,895.70,1026.99,12.78%,5,6,1
ASUS,VivoBook,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,753.87,1052.87,28.40%,4.3,76,9
ASUS,VivoBook,Intel,Core i7,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,805.87,1156.87,30.34%,4.5,11,2
ASUS,VivoBook,Intel,Core i7,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,Yes,1013.87,1260.87,19.59%,4.3,21,5
ASUS,ZenBook,Intel,Core i7,11th,16 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,No,Yes,1234.87,1598.87,22.77%,0,0,0
ASUS,ASUS,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,16,0,No,No,1234.87,1325.87,6.86%,4.5,118,15
ASUS,VivoBook,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,1026.87,1364.87,24.76%,4.5,35,4
ASUS,ZenBook,Intel,Core i7,8th,16 GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,1117.87,1299.87,14.00%,4.4,18,0
ASUS,Missing,Intel,Core i7,11th,16 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,Yes,No,1429.87,1754.87,18.52%,0,0,0
ASUS,ZenBook,Intel,Core i7,8th,16 GB,DDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,No,1299.87,1598.87,18.70%,4.3,30,7
ASUS,ZenBook,Intel,Core i7,11th,16 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,1234.87,1598.87,22.77%,0,0,0
ASUS,ZenBook,Intel,Core i7,8th,8 GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,No,1065.87,1338.83,20.39%,4.3,40,4
ASUS,Zenbook,Intel,Core i7,11th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,2,Casual,14,1,Yes,Yes,1364.87,1910.87,28.57%,0,0,0
ASUS,ZenBook,Intel,Core i7,11th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,No,1754.87,2144.87,18.18%,0,0,0
ASUS,ASUS,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,1286.87,1780.87,27.74%,4.5,445,56
ASUS,ZenBook,Intel,Core i7,11th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,0,No,No,1299.87,1676.87,22.48%,0,0,0
ASUS,Zephyrus,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,32-bit,4,Casual,16,1,No,No,2534.87,0.00,0.00%,0,0,0
ASUS,ZenBook,Intel,Core i7,10th,16 GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,Yes,1624.87,1910.87,14.97%,4.6,17,1
ASUS,Missing,Intel,Core i7,10th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,Missing,1,Yes,No,2924.87,3548.87,17.58%,4.7,9,0
ASUS,ROG,Intel,Core i7,10th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,Missing,0,No,No,3054.87,4224.87,27.69%,0,0,0
ASUS,ZenBook,Intel,Core i7,11th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,1559.87,2066.87,24.53%,4.8,8,1
ASUS,Missing,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,32-bit,6,Casual,16,0,No,No,1572.74,1949.99,19.35%,0,0,0
ASUS,Zephyrus,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,32-bit,6,Casual,16,1,No,No,2044.24,2872.87,28.84%,4.3,7,0
ASUS,ASUS,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,1,No,No,1709.50,2275.00,24.86%,0,0,0
ASUS,ExpertBook,Intel,Core i7,10th,16 GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,2014.87,2248.87,10.41%,5,3,0
ASUS,ExpertBook,Intel,Core i7,10th,16 GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,2157.87,2638.87,18.23%,0,0,0
ASUS,ExpertBook,Intel,Core i7,10th,16 GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,2183.87,2638.87,17.24%,0,0,0
ASUS,ExpertBook,Intel,Core i7,10th,16 GB,LPDDR3,2048 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,3041.87,0.00,0.00%,0,0,0
ASUS,ExpertBook,Intel,Core i7,10th,16 GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,Missing,0,No,No,1221.87,0.00,0.00%,0,0,0
ASUS,VivoBook,Intel,Core i7,10th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,870.87,1273.87,31.64%,4.2,25,4
ASUS,Missing,Intel,Core i7,11th,16 GB,DDR4,256 GB,1024 GB,Windows,32-bit,0,ThinNlight,Missing,0,No,No,1072.50,1286.87,16.66%,0,0,0
ASUS,Pro,Intel,Core i7,8th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,1285.86,0.00,0.00%,0,0,0
ASUS,ROG,Intel,Core i9,12th,16 GB,DDR5,1024 GB,0 GB,Windows,64-bit,6,Casual,Missing,0,No,No,3899.87,4900.87,20.42%,0,0,0
ASUS,Missing,Intel,Core i9,10th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,Missing,1,Yes,No,3509.87,4250.87,17.43%,4.8,8,1
ASUS,ASUS,Intel,Core i9,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Gaming,15.6,1,No,No,1819.87,1884.87,3.45%,0,0,0
ASUS,Zephyrus,Intel,Core i9,11th,16 GB,DDR4,3072 GB,0 GB,Windows,32-bit,6,Casual,Missing,1,No,No,5745.87,0.00,0.00%,5,1,1
ASUS,ROG,Intel,Core i7,10th,16 GB,LPDDR4X,0 GB,512 GB,DOS,32-bit,6,Casual,Missing,0,No,No,1904.37,0.00,0.00%,3,2,1
ASUS,ZenBook,Intel,Ever Screenpad,10th,4 GB,DDR4,0 GB,512 GB,DOS,64-bit,4,Casual,Missing,0,No,No,2725.97,2729.87,0.14%,5,4,0
ASUS,ZenBook,Intel,Ever Screenpad,10th,4 GB,DDR4,0 GB,512 GB,DOS,64-bit,4,Casual,Missing,0,No,No,2277.47,0.00,0.00%,4.8,6,1
ASUS,ASUS,Intel,Pentium Quad,Missing,4 GB,LPDDR4X,0 GB,512 GB,Windows,64-bit,0,Casual,Missing,0,No,No,597.87,753.87,20.69%,0,0,0
ASUS,Pentium,Intel,Pentium Quad,Missing,4 GB,DDR4,128 GB,0 GB,Windows,32-bit,0,Casual,Missing,0,Yes,No,755.30,903.50,16.40%,0,0,0
ASUS,ASUS,Intel,Pentium Quad,Missing,8 GB,LPDDR4X,256 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,Yes,No,818.87,1026.87,20.26%,0,0,0
ASUS,VivoBook,Intel,Pentium Quad,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,441.87,519.87,15.00%,4.3,6,0
ASUS,VivoBook,Intel,Pentium Quad,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,428.87,519.87,17.50%,4.3,7,1
ASUS,Pentium,Intel,Pentium Quad,Missing,4 GB,LPDDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,363.87,441.87,17.65%,0,0,0
ASUS,Pentium,Intel,Pentium Quad,Missing,4 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,337.87,521.40,35.20%,3.7,4741,658
ASUS,Pentium,Intel,Pentium Quad,Missing,4 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,337.87,402.87,16.13%,3.8,2736,350
ASUS,Asus,Intel,Pentium Quad,Missing,4 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,400.14,480.87,16.79%,0,0,0
ASUS,VivoBook,Intel,Pentium Silver,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,389.87,506.87,23.08%,4,36,3
ASUS,EeeBook,Intel,Pentium Silver,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,415.87,532.87,21.96%,3.8,5,0
ASUS,Ryzen,AMD,Ryzen 3,Missing,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,467.87,610.87,23.41%,4.3,2886,375
ASUS,Ryzen,AMD,Ryzen 3,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,437.97,493.87,11.32%,4.2,170,26
ASUS,VivoBook,AMD,Ryzen 3,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,493.87,610.87,19.15%,4.2,39,3
ASUS,VivoBook,AMD,Ryzen 3,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,448.50,558.87,19.75%,4.3,2886,375
ASUS,VivoBook,AMD,Ryzen 5,Missing,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,Yes,811.85,974.87,16.72%,4.4,172,36
ASUS,VivoBook,AMD,Ryzen 5,Missing,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,766.87,961.87,20.27%,4.4,324,34
ASUS,APU,AMD,Quad,10th,4 GB,DDR4,0 GB,512 GB,DOS,32-bit,0,Casual,Missing,0,No,No,259.87,304.07,14.54%,4,2887,476
ASUS,VivoBook,AMD,Ryzen 5,Missing,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,0,No,No,740.87,1052.87,29.63%,4.8,4,1
ASUS,Ryzen,AMD,Ryzen 5,Missing,8 GB,DDR4,512 GB,0 GB,Windows,32-bit,0,ThinNlight,15.6,1,No,Yes,648.57,909.87,28.72%,4.7,6,1
ASUS,VivoBook,AMD,Ryzen 5,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,766.87,961.87,20.27%,4.3,88,13
ASUS,Zenbook,AMD,Ryzen 5,Missing,4 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,0,Yes,No,1195.87,1520.87,21.37%,0,0,0
ASUS,Ryzen,AMD,Ryzen 5,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,649.87,844.87,23.08%,4.5,14,2
ASUS,AMD,AMD,Ryzen 5,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,1052.87,1364.87,22.86%,0,0,0
ASUS,VivoBook,AMD,Ryzen 5,Missing,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,17.3,1,No,No,1014.00,1026.87,1.25%,2.7,3,0
ASUS,VivoBook,AMD,Ryzen 5,Missing,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,714.87,1026.87,30.38%,4.5,18,3
ASUS,VivoBook,AMD,Ryzen 5,Missing,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,714.87,1026.87,30.38%,4.6,49,6
ASUS,VivoBook,AMD,Ryzen 5,Missing,8 GB,DDR4,256 GB,1024 GB,Windows,32-bit,0,Casual,15.6,1,No,Yes,714.87,1026.87,30.38%,4.4,474,65
ASUS,VivoBook,AMD,Ryzen 5,Missing,4 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,818.87,974.87,16.00%,4.2,165,34
ASUS,Ryzen,AMD,Ryzen 5,Missing,4 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,976.30,981.50,0.53%,0,0,0
ASUS,ASUS,AMD,Ryzen 7,Missing,16 GB,DDR4,512 GB,0 GB,Windows,32-bit,4,Gaming,17.3,0,No,No,1000.87,1390.87,28.04%,4.8,22,3
ASUS,Ryzen,AMD,Ryzen 7,Missing,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,14,1,No,No,1039.87,1715.87,39.40%,0,0,0
ASUS,ROG,AMD,Ryzen 7,Missing,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,935.87,1182.87,20.88%,4.5,144,16
ASUS,ROG,AMD,Ryzen 7,Missing,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,935.87,1182.87,20.88%,4.5,1810,235
ASUS,Ryzen,AMD,Ryzen 7,Missing,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,1039.87,1689.87,38.46%,0,0,0
ASUS,ASUS,AMD,Ryzen 7,Missing,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,17.3,0,No,No,1078.87,1403.87,23.15%,4.6,1067,145
ASUS,ROG,AMD,Ryzen 7,Missing,4 GB,DDR5,512 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,1390.87,1728.87,19.55%,0,0,0
ASUS,VivoBook,AMD,Ryzen 7,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,1208.87,1689.87,28.46%,4.7,25,4
ASUS,VivoBook,AMD,Ryzen 7,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,Yes,740.87,974.87,24.00%,0,0,0
ASUS,VivoBook,AMD,Ryzen 7,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,831.87,878.16,5.27%,4.2,77,7
